Key,Type,Desc,English,Italian,Verify
EntityTradeTerminalRecurring,Text,recurring (sales order),(recurring),(periodico),
EntityTradeTerminalRecurringShort,Text,short for recurring,(rec.),(period.),
EntityTradeTerminalOnce,Text,(An order which happens) once,(once),(una volta),
EntityTradeTerminalThisVisit,Text,This visit: (1/3 resources),This visit:,Questa visita:,
SidePanelSellingRuleSelectResource,Text,,Select a resource to sell,Seleziona una risorsa da vendere,
MaximumShort,Text,short for maximum,max,max,
BuildingTradeTerminalSellingRuleType_0,Text,(An order which happens) once,Once,Una volta,
BuildingTradeTerminalSellingRuleType_1,Text,recurring (sales order),Recurring,Periodico,
SidePanelPurchaseRuleSelectResource,Text,,Select a resource to purchase,Seleziona una risorsa da comprare,
AnyAmount,Text,,any,tutti,
RoadPostOverlayTooltip,Text,{0}: building,Road post for {0},Palo stradale per {0},
RoadPostRulesDesc,Text,,Manage the movement of resources through your colony by setting up rules for this road post.,Gestisci lo spostamento delle risorse attraverso la tua colonia impostando le regole per questo palo stradale.,
EntityFlagRulesBlacklistDesc,Text,,Resources banned from passing through this road post:,Risorse vietate dal passaggio tramite questo palo stradale:,
EntityFlagRulesBlacklistExcStorageDesc,Text,,Resources banned from passing through this road post unless they're headed for a storage yard:,Risorse vietate dal passaggio tramite questo palo stradale tranne quelle dirette verso un deposito:,
EntityFlagRulesWhitelistDesc,Text,,Resources allowed through this road post:,Risorse permesse attraverso questo palo stradale:,
EntityFlagRulesWhitelistOnlyStorageDesc,Text,,Resources allowed through this road post only if headed to a storage yard:,Risorse permesse attraverso questo palo stradale ma solo se dirette verso un deposito:,
EntitySidePanelSelectResourceStore,Text,,Select a resource to store,Seleziona una risorsa da depositare,
EntitySidePanelSelectResource,Text,,Select a resource,Seleziona una risorsa,
EntitySidePanelRuleBlacklistConfirm,Text,,Ban resource,Vieta una risorsa,
EntitySidePanelRuleBlacklistExcStorageConfirm,Text,,Ban resource except for storage,Vieta una risorsa tranne che per il deposito,
EntitySidePanelRuleWhitelistConfirm,Text,,Allow this resource,Permetti questa risorsa,
EntitySidePanelRuleWhitelistStorageOnlyConfirm,Text,,Allow this resource but only for storage,Permetti questa risorsa ma solo per il deposito,
TrackEditorCantRemove,Text,{0}: further error info,"Can't Remove Track
{0}",Impossibile rimuovere tracciato {0},
TrackCantRemoveReasonStation,Text,,Track is part of train station,Il tracciato fa parte della stazione ferroviaria,
NotificationLowStoneAmount,Text,{0}: amount of stone,{0} stone available!,{0} pietra disponibile!,
UnitStateHeadingToRoad,Text,,Heading to road,Verso la strada,
LoadingGeneric,Text,"A general loading message, e.g. Loading a savegame",Loading,Caricamento,
TutorialCantSave,Text,,"Sorry, the first tutorial mission cannot be saved. Don't worry, it doesn't take long to complete!","Purtroppo, la prima missione tutorial non può essere salvata. Non ti preoccupare, non ci vuole molto per completarla!",
GameSaved,Text,,Game saved!,Gioco salvato!,
SavingGame,Text,,Saving game,Salvataggio in corso,
NoSaveGames,Text,(You have) no saved games,No saved games,Nessuna partita salvata,
EnterFilenameText,Text,,Enter text...,Inserisci testo...,
CancelResearch,Text,,Cancel Research,Annulla ricerca,
CampaignWindow_Rankings,Text,,Rankings,Classifica,
CampaignWindow_BackToInfo,Text,(Return to) scenario info,Scenario Info,Informazioni scenario,
CampaignWindow_RankingsName,Text,Name (of player on leaderboard),Name,Nome,
CampaignWindow_RankingsTime,Text,Time (of leadeboard entry),Time,Titolo,
ScenGameVerErr_7,Text,,Inaccessible shaft mine!,Miniera inaccessibile!,
GameComplete_Gold,Text,,Amazing! You achieved a Gold medal!,Congratulazioni! Hai ottenuto una medaglia d'oro!,
GameComplete_Silver,Text,,Well done! You earned a silver medal!,Molto bene! Hai guadagnato una medaglia d'argento!,
GameComplete_Bronze,Text,,Well done! You earned a bronze medal!,Molto bene! Hai guadagnato una medaglia di bronzo!,
GameComplete_NoMedal,Text,,"Well done! Although you didn't earn a medal, you completed the mission!","Molto bene! Anche se non hai guadagnato una medaglia, hai completato la missione!",
GameComplete_MilitarySingle,Text,,Well done! You captured their Colony Ship!,Molto bene! Hai catturato la loro Nave della Colonia!,
GameComplete_MilitaryPlural,Text,,Well done! You captured all the Colony Ships!,Molto bene! Hai catturato tutte le Navi delle Colonie!,
GameComplete_Title,Text,,Mission Complete!,Missione completata!,
GameComplete_NewRecord,Text,,New Record!,Nuovo record!,
GameComplete_NewRank,Text,,New Leaderboard Rank!,Nuova posizione nella classifica!,
GameComplete_Statistics,Text,Go to Statistics page,Statistics,Statistiche,
GameComplete_Summary,Text,Go to Summary page,Summary,Sommario,
GameComplete_ContinuePlaying,Text,,Continue Playing,Continua a giocare,
GameComplete_ScenarioScreen,Text,,To Scenario Screen,Vai schermata di selezione scenario,
GameComplete_Stats_AvgProd,Text,,Average Productivity,Produttività media,
GameComplete_Stats_MaxProdRate,Text,,Maximum Production Rate,Tasso di produzione massimo,
GameComplete_Stats_MaxBlockedRoads,Text,,Maximum Blocked Roads,Strade massime bloccate,
GameCompletePre_Click,Text,,[click to continue],[clicca per continuare],
GameComplete_Default,Text,,Well done! You completed the map!,Ben fatto! Hai completato la mappa!,
ConstructionSpacePortPrompt,Text,,Gain Trader Reputation to build more!,Guadagna reputazione come commerciante per costruirne ancora!,
Tip_19,Text,,Trains can be used to carry building resources to train stations that are under construction.,I treni possono essere usati per trasportare risorse da costruzione alle stazioni che sono in costruzione.,
Tip_20,Text,,Use unsupported elevated railways to span gaps and obstacles that could otherwise not be reached.,Usa ferrovie sopraelevate senza supporti per superare ostacoli e raggiungere punti che altrimenti non potrebbero essere raggiunti.,
Advice_31_Name,Text,,Check out the Market panel!,Dai un'occhiata al pannello del mercato!,
Advice_31_Desc,Text,,"Use the Market panel, accessible via the icon in the top-left, to check your money, market prices and your trader reputation.","Usa il pannello del mercato, accessibile tramite l'icona in alto a sinistra, per controllare i tuoi soldi, i soldi del mercato e la tua reputazione di commerciante.",
Advice_32_Name,Text,,Build a <bd>Space Port</bd>!,Costruisci un <bd>Porto Spaziale</bd>!,
Advice_32_Desc,Text,,Build a <bd>Space Port</bd> where you can buy and sell resources.,Costruisci un <bd>Porto Spaziale</bd> dove puoi vendere e comprare risorse.,
Scenario_10_Name,Text,,River Crossing,Attraversamento del fiume,
Scenario_10_Description,Text,,"As you explore the plains, build a Large Monument and set up Space Ports to trade resources and accumulate $10000.","Mentre esplori le pianure, costruisci un Monumento Grande e imposta Porti Spaziali per scambiare risorse e accumulare $10000.",
Scenario_11_Name,Text,,Panning For Gold,Alla ricerca d'oro,
Scenario_11_Description,Text,,Find your way around the archipelago as you build a Large Monument and accumulate $20000.,Fatti strada nell'arcipelago mentre costruisci un Monumento Grande e accumuli $20000.,
GameComplete_Leaderboard,Text,,Leaderboard,Classifica,
GameComplete_RateMap,Text,Open Steam Workshop for the map just played,Rate Map,Vota mappa,
GameComplete_CustomMaps,Text,,More Custom Maps,Altre mappe ,
SavingMap,Text,,Saving map...,Salvataggio mappa...,
MapSaved,Text,,Map saved!,Mappa salvata!,
MapSavedFailVer,Text,,Map saved but cannot be published or played. Check the verification panel in the top right.,La mappa è stata salvata ma non può essere pubblicata. Controlla il pannello di verifica in alto a destra.,
NoMapsYet,Text,(You have) no maps (saved) yet,No maps yet,Ancora nessuna mappa,
ScenarioBrowser_MapBy,Text,(Map made) by (creator),by:,da:,
ScenarioBrowser_FavouriteAction,Text,Favourite (this map),Favourite,Preferito,
MapCantPlayVer,Text,,Map cannot be played as it is incomplete! Edit and check verification panel!,Una mappa non può essere giocata se incompleta! Modificala e controlla il pannello di verifica!,
WorkshopVis_Public,Text,,Public,Pubblico,
WorkshopVis_Friends,Text,,Friends Only,Solo amici,
WorkshopVis_Private,Text,,Private,Privato,
Player_Single,Text,{0}: number of players,{0} Player,{0} Giocatore,
Player_Plural,Text,{0}: number of players,{0} Players,{0} Giocatori,
MapWorkshopStatus_Pub,Text,,Published,Pubblicato,
MapWorkshopStatus_Unpub,Text,,Unpublished,Non pubblicato,
Map_Modified,Text,Date map was modified,Modified:,Modificato:,
Map_Created,Text,Date map was created,Created:,Creato:,
Map_WorkshopVis,Text,,Visibility:,Visibilità:,
NewVersion_Header,Text,,News,Novità,
NewVersion_Body,Text,,The Colonists have been updated! Check the patch notes to see what's new.,The Colonist è stato aggiornato! Controlla l'elenco delle modifiche per vedere cosa c'è di nuovo.,
NewVersion_OldV,Text,,Old version:,Vecchia versione:,
NewVersion_NewV,Text,,New version:,Nuova versione:,
NewVersion_ViewPatchNotes,Text,,View Patch Notes,Vedi novità,
NewVersion_Continue,Text,,Continue,Continua,
UpdateAvailable_Steam,Text,,"{0} is available!

Check your Steam Downloads.","{0} è disponibile!

Controlla i tuoi download di Steam.",
UpdateAvailable_NonSteam,Text,,"{0} is available!

Check your downloads.","{0} è disponibile!

Controlla i tuoi download.",
OK,Text,Alert window confirmation,OK,OK,
BugReport_Header,Text,,Bug Report Generated,Bug-report generato,
BugReport_Body_Manual,Text,,Please send the following file to codebyfire@gmail.com or post it in Discord along with a short description of what has gone wrong.,Per piacere invia il seguente file a codebyfire@gmail.com o invialo su Discord con una descrizione su cosa è andato storto.,
BugReport_Body_Auto,Text,,An error has been caught and a bug report generated. Please send the following file to codebyfire@gmail.com or post it in Discord. Depending on the bug you may be able to continue playing.,Un errore è stato rilevato e un bug-report è stato generato. Per piacere invia il seguente file a codebyfire@gmail.com o invialo su Discord. A seconda della gravità del bug potresti essere in grado di continuare a giocare.,
BugReport_OpenFile,Text,,Open in Explorer,Apri in Esplora Risorse,
GenBugReport,Text,,Generating bug report...,Generazione bug-report...,
AlertNoForestryTiles,Text,,Forestry has no tiles set,La Guardia Forestale non ha caselle impostate,
AlertLumberjackNoTrees,Text,,Lumberjack has no trees to chop,Il taglialegna non ha alberi da tagliare,
NatResReq,Text,{0}: level {1}:building e.g. Requires Level 1 Shaft Mine,Requires {0} {1},Richiede {1} di {0},
ResearchNotAvailable,Text,Tech research isn't available,Not available in this mission!,Non disponibile in questa missione!,
ResourceCatDemandTooltip_Single,Text,"{0}: amount, {1}: resource category, e.g. ""1 building needs a construction resource",{0} building need a {1} resource,{0} edificio ha bisogno di: {1},
ResourceCatDemandTooltip_Plural,Text,"{0}: amount, {1}: resource category, e.g. ""1 building needs a construction resource",{0} buildings need a {1} resource,{0} edifici hanno bisogno di: {1},
OverwriteConfirm,Text,{0}:file name,Overwrite {0}?,Sovrascrivere {0}?,
TrackConstructionMode,Text,On main icon when constructing railway track,Track,Tracciato,
ExpeditionHarbour_ExpeditionInvalid,Text,(shown for normal harbours when assigning lugger expedition),Harbour too small,Porto troppo piccolo,
EntityTransportVehicleStopsSetRoute,Text,Set a route for a boat or train,Set Route,Imposta percorso,
EntityInfoSelectExportBuildingIntro_Empty,Text,When selecting export rules for a building,You currently have no buildings that {0} can export to.,Non hai edifici in cui esportare {0}.,
EntityInfoSelectImportBuildingIntro_Empty,Text,When selecting import rules for a building,You currently have no buildings that {0} can import from.,Non hai edifici da cui importare {0}.,
TreeGrowthTime,Text,How long a tree takes to grow,Growth Time: {0},Tempo di crescita: {0},
ExpeditionHarbour_ExpeditionInvalidClipper,Text,(shown for big harbourwhen assigning clipper expedition),Boat too small,Barca troppo piccola,
TrackSection,Text,Any single piece of railway track,Track section,Sezione di tracciato,
EntityBuildingStatsUI_DeliveredEmpty,Text,No resources have been delivered (to this building) yet,No resources have been delivered yet,Nessuna risorsa è stata ancora consegnata,
DestroyResourceWarning,Text,"Warning before destroying a resource.
{0} is the hotkey","Destroying this resource means it will no longer reach its destination and target building will try to locate another resource. Are you sure?

Hold [{0}] to skip this message.","Distruggere questa risorsa significa che non raggiungerà più la sua destinazione e che l'edificio di destinazione tenterà di localizzare un'altra risorsa. Sei sicuro?

Tieni premuto [{0}] per saltare questo messaggio.",
BuildingStorageUI_EnRoute_ImportList,Text,,Note: you have set import rules which limit where resources can be imported from.,Nota: hai impostato regole di importazione che limitano la provenienza delle risorse.,
Route_Via,Text,{0}: building name E.g. (This resource has arrived at Sara's Lumberjack Hut via Terry's Storage Yard,Via {0},attraverso {0},
GameSettingsInterfaceTextSize,Text,,Interface text size,Dimensioni testo interfaccia,
GameSettingsInterfaceTextSize_Normal,Text,,Normal,Normale,
GameSettingsInterfaceTextSize_Large,Text,,Large,Largo,
ConstructionProximityBoost,Text,,Nearby Bot Bonus,Bonus Bot vicini,
EntPanelHead_24,Text,,Monument Bonus,Bonus Monumento,
SandboxUnlimitedSpacePorts,Text,,Unlimited Space Ports,Porti Spaziali illimitati,
SandboxUnlimitedMonuments,Text,,Unlimited Monuments,Monumenti illimitati,
Roads,Text,,Roads,Strade,
HelpPanel_38,Text,,"This panel shows all the resources currently on their way to this building as well as resources that have recently arrived.

You can click on a resource in the list and it will show you the route the resource took from the building where it was created.

A building will always source the nearest available resource at the time. Once a resource has been sourced its destination is fixed.

Use rules at road posts, harbours and train stations to control where resources are sourced from, as well as import and export whitelists on buildings. ","Questo pannello mostra tutte le risorse attualmente in viaggio per questo edificio, nonché le risorse che sono arrivate di recente.

Puoi fare clic su una risorsa nell'elenco e ti mostrerà il percorso che la risorsa ha preso dall'edificio in cui è stata creata.

Un edificio fornirà sempre la risorsa disponibile più vicina. Una volta che una risorsa è stata inviata, la sua destinazione è fissa.

Usa le regole ai pali stradali, nei porti e nelle stazioni ferroviarie per controllare da dove provengono le risorse, nonché importare ed esportare liste delle richieste sugli edifici.",
Building_66_Description,Text,,Create <it>Vegetables</it> from vegetable plots.,Crea <it>Verdure</it> dagli orti.,
Building_66_Name,Text,,Vegetable Farm,Campo di Verdure,
Building_66_Plural,Text,,Vegetable Farms,Campi di Verdure,
Building_66_Worker,Text,,Farmbot,BotContadino,
Item_47_Desc,Text,,Vegetables are harvested at the <bd>Vegetable Farm</bd>.,Le Verdure sono raccolte al <bd>Campo di Verdure</bd>.,
Item_47_FullDesc,Text,,Vegetables are harvested at the <bd>Vegetable Farm</bd> and are consumed by <bd>Level 1 Residences</bd>.,Le Verdure sono raccolte al <bd>Campo di Verdure</bd> e sono consumate dalle <bd>Residenze di Livello 1</bd>.,
Item_47_Name,Text,,Vegetables,Verdure,
Item_47_Past,Text,,Harvested,Raccolti,
Item_47_Present,Text,,Harvesting,Raccogliendo,
EntityBuildingTransportRulesOutgoingWhitelistOnlyStorageDesc,Text,,Resources allowed to be exported only if headed to a storage yard:,Risorse autorizzate ad essere esportate solo se dirette verso un deposito:,
,Text,Can't Load (save or map),Can't Load,Impossibile caricare,
,Text,,Game was saved in newer version of The Colonists,Il gioco è stato salvato un una nuova versione di The Colonist,
,Text,,Map was saved in newer version of The Colonists,La mappa è stata salvata in una nuova versione di The Colonist,
MapEditorClearAllFish,Text,"In the map editor, removes all the fish on the map",Clear All Fish,Rimuovi tutti i pesci,
EntPanelHead_25,Text,Header of panel where you can change your colony colour,Colony Colour,Colore Colonia,
StoreDesc_Short,Text,,Build a new home for your team of robots as they begin a new life for themselves on a distant planet where they can fulfil their ultimate dream: to be human.,Costruisci una nuova casa per il tuo team di robot mentre iniziano una nuova vita su un pianeta distante dove possono realizzare il loro sogno: essere umani.,
AffectedTransportRulesDesc,Text,{0}: resource type. e.g. Planks,The following transport rules affect the movement of {0}.,Le seguenti regole di trasporto influenzano il trasporti di: {0}.,
Pumpkins_Building_66_Description,Text,,Create <it>Pumpkins</it> from pumpkin patches.,Crea <it>Zucche</it> dai campi di zucche.,
Pumpkins_Building_66_Name,Text,,Pumpkin Farm,Campo di Zucche,
Pumpkins_Building_66_Plural,Text,,Pumpkin Farms,Campi di Zucche,
Pumpkins_Item_47_Desc,Text,,Pumpkins are harvested at the <bd>Pumpkin Patch</bd>.,Le Zucche sono raccolte al <bd>Campo di Zucche</bd>.,
Pumpkins_Item_47_FullDesc,Text,,Pumpkins are harvested at the <bd>Pumpkin Patch</bd> and are consumed by <bd>Level 1 Residences</bd>.,Le Zucche sono raccolte al <bd>Campo di Zucche</bd> e sono consumate dalle <bd>Residenze di Livello 1</bd>.,
Pumpkins_Item_47_Name,Text,,Pumpkins,Zucche,
MapEditorMapSettingTerritoryEnabled,Text,,Territory & fog of war enabled,Territori e Nebbia di guerra attivati,
MapEditorTestVerificationFailed,Text,,Cannot test this scenario! Check the verification panel in the top right.,Impossibile testare questo scenario! Controlla il pannello di verifica in alto a destra.,
ItemCat_2_FullDesc,Text,,"<cat>Food</cat> is needed by all <bd>Residences</bd> and can be <it>Fish</it>, <it>Meat</it> or <it>Vegetables</it>.","<cat>Cibo</cat> è richiesto da tutte le <bd>Residenze</bd> e può essere <it>Pesce</it>, <it>Carne</it> o <it>Verdure</it>.",
Pumpkins_ItemCat_2_FullDesc,Text,,"<cat>Food</cat> is needed by all <bd>Residences</bd> and can be <it>Fish</it>, <it>Meat</it> or <it>Pumpkins</it>.","<cat>Cibo</cat> è richiesto da tutte le <bd>Residenze</bd> e può essere <it>Pesce</it>, <it>Carne</it> o <it>Zucche</it>.",
Pumpkins_Structure_2_Name,Text,"These are the ""fields"" the player manually places",Pumpkin Patch,Orto(Zucche),
Pumpkins_Structure_2_Plural,Text,"These are the ""fields"" the player manually places",Pumpkin Patches,Orti(Zucche),
Structure_2_Name,Text,"These are the ""fields"" the player manually places",Vegetable Plot,Orto(Verdure),
Structure_2_Plural,Text,"These are the ""fields"" the player manually places",Vegetable Plots,Orti(Verdure),
Tech_66_Desc,Text,,Unlocks construction of Lugger,Sblocca la costruzione del Lugger,
AlertVegetableFarmFields,Text,,You have not planted any vegetable plots,Non hai piantato nessuna zona per le verdure,
Pumpkins_AlertVegetableFarmFields,Text,,You have not planted any pumpkin patches,Non hai piantato nessuna zona per le zucche,
Pumpkins_ItemCat_2_Desc,Text,,<it>Fish</it> / <it>Meat</it> / <it>Pumpkins</it>,<it>Pesce</it> / <it>Carne</it> / <it>Zucche</it>,
ItemCat_2_Desc,Text,,<it>Fish</it> / <it>Meat</it> / <it>Vegetables</it>,<it>Pesce</it> / <it>Carne</it> / <it>Verdure</it>,
Pumpkin_MiscCat_13_Name,Text,,Pumpkin Patches,Orti(Zucche),
MiscCat_13_Desc,Text,,can be planted on green tiles,può essere piantato sulla caselle verdi,
RoadState_ValidEndRoadMsg,Text,{0}: click,[{0}] to place post and complete road,[{0}] per piazzare un palo stradale e completare la strada,
RoadState_ValidWaypointMsg,Text,{0}: click,[{0}] to set road waypoint,[{0}] per impostare una tappa intermedia,
RoadState_SetWaypointMsg,Text,{0}: ctrl {1}: click,[{0}] and [{1}] to set road waypoint,[{0}] e [{1}] per impostare una tappa intermedia,
Tooltip_SetRoadWaypoint,Text,Shows as main tooltip header when setting a road waypoint,Set Waypoint,Imposta tappa intermedia,
TutorialDialogues_T2_CreateSheepFarmFields3_Updated,Text,,"Great! Your <bd>Sheep Farm</bd> is going to give you a good start on <cat>Food</cat> production.

You can also add sheep pastures manually by clicking on an empty tile adjacent to an existing pasture, or remove them by <hotkey>[Shift]</hotkey> and clicking on an existing pasture.","Bene! Il tuo <bd>Allevamento di Pecore</bd> ti avvierà alla produzione di <cat>Cibo</cat>.
Puoi anche aggiungere pascoli manualmente cliccando su una calsella adiacente al pascolo esistente, o rimuoverli con <hotkey>[Shift]</hotkey> e cliccando su un pascolo esistente.",
Building_58_Description,Text,,Brews <it>Beer</it> from <it>Wheat</it> and <it>Water</it>.,Fermenta <it>Birra</it> da <it>Grano</it> e <it>Acqua</it>.,
SandboxUnrestrictedElevatedRail,Text,,Unrestricted Elevated Rail,Ferrovia sopraelevata senza restrizioni,
Structure_8_Name,Text,,One Way Signal,Segnale unidirezionale,
Structure_8_Desc,Text,,"One way signals allow you to control the direction trains can move. This lets you create circular routes for your railways.

To place a one way signal, first select a section of track and then select the highlighted track to indicate in which direction you'd like to allow travel.

To remove a one way signal <hotkey>[SHIFT]</hotkey> and click on it.","I Segnali unidirezionali ti permettono di controllare la direzione in cui i treni possono muoversi. Questo ti permette di create percorsi circolari per le tue ferrovie.

Per piazzare un Segnale unidirezionale, per prima cosa seleziona una sezione di tracciato e poi seleziona il tracciato evidenziato per indicare in quale direzione vuoi permettere il passaggio.

Per rimuovere un Segnale unidirezionale <hotkey>[SHIFT]</hotkey> e cliccaci.",
MiscCat_13_Name,Text,,Vegetable Plots,Orti(Verdure),
EntityInfoBuildingStorageForSaleHeader,Text,"(Resources that are) for sale
{0}: amount of resources",For Sale ({0}),In vendita ({0}),
EntityInfoBuildingStoragePurchasedHeader,Text,"(Resources that have been) purchased
{0}: amount of resources",Purchased ({0}),Comprate ({0}),
EntityInfoBuildingStorageForSaleEmpty,Text,,There are no resources waiting to be sold,Non ci sono risorse in attesa di essere vendute,
CancelResearchWarning,Text,"{0}: name of research
{1}: hotkey","Are you sure you want to cancel {0}? All research progress will be lost.

Hold [{1}] to skip this message.","Sei sicuro di voler annullare {0}? Tutti i progressi della ricerca andranno persi.

Tieni premuto [{1}] per saltare questo messaggio.",
BuildingUpgradePause,Text,,Pause Upgrade,Pausa miglioramento,
BuildingUpgradeResume,Text,,Resume Upgrade,Riprendi miglioramento,
CancelUpgradeWarning,Text,"{0}: name of building
{1}: hotkey","Are you sure you want to cancel upgrading {0}? All upgrade progress will be lost.

Hold [{1}] to skip this message.","Sei sicuro di voler annullare il miglioramento {0}? Tutti i progressi del miglioramento andranno persi.

Tieni premuto [{1}] per saltare questo messaggio.",
BdPlVaResults_15_Name,Text,Applies when trying to place a watchtower and it's too close to another watchtower,Too near other military building,Troppo vicino ad un'altra struttura militare,
QualityVSyncCount,Text,https://www.maketecheasier.com/what-is-vsync/,VSync Count,Tempo VSync,
Flora_66_Name,Text,"A snowman, but it's robot shaped",Snowbot,BotNevoso,
FloraValidTerrain_66,Text,The terrain type that a snowbot can be built in,Snow,Neve,
Scenario_12_Description,Text,,Claim victory over your anthrobotic foes.,Guadagnati la vittoria sui tuoi nemici umanoidi.,
Scenario_12_Name,Text,"(This is a pun, feel free to not do a literal translation :))",Two Close For Comfort,Vicini troppo vicini,
MapHardAI,Text,{0}: percentage,Hard - AI is more aggressive and their bots work {0}% faster,Difficile - La IA è più aggressiva e i suoi bot lavorano il {0}% più velocemente,
DaysAgoAlt,Text,{0}: number of days,{0} days ago,{0} giorni fa,
GameSettingsTickDisplayed,Text,option to display the current game tick in the UI. The game tick is a number which increases every time the game logic runs. So for example one in-game day equals 1800 game ticks.,Show game tick,Mostra frequenza di aggiornamento,
WorkshopPublishDevBuildMsg,Text,,You cannot publish maps from the development branch. This is to ensure all players can play every map.,Non puoi pubblicare mappe dal branch di develop. Questo per permettere a tutti i giocatori di poter giocare qualsiasi mappa.,
ItemDemandSourceType_12_Name,Text,(Resource) Storage,Storage,Deposito,
Hotkey_23,Text,,Copy Building/Road Post Settings [on click],Copia impostazioni Edificio/Incrocio [on click],
Hotkey_24,Text,,Paste Building/Road Post Settings [on click],Incolla impostazioni Edificio/Incrocio [on click],
EntityInfoItemSidePanelHeader2,Text,,Storage Rules,Regole deposito,
EntitySidePanelSelectResourcePresets,Text,Presets for groups of resources,Presets,Presets,
EntityInfoItemSidePanelAddRules,Text,Add resource storage rules,Add Rules,Aggiungi Regole,
EntitySidePanelRuleBlacklistConfirmPlural,Text,Plural of line 1927,Ban resources,Vieta risorse,
EntitySidePanelRuleBlacklistExcStorageConfirmPlural,Text,Plural of line 1928,Ban resources except for storage,Vieta risorse tranne che per il deposito,
EntitySidePanelRuleWhitelistConfirmPlural,Text,Plural of line 1929,Allow these resources,Permetti queste risorse,
EntitySidePanelRuleWhitelistStorageOnlyConfirmPlural,Text,Plural of line 1930,Allow these resources but only for storage,Permetti queste risorse ma solo per il deposito,
EntityInfoSelectResources,Text,Select resources (to add to your rule list),Select resources,Seleziona risorse,
EntPanelHead_102,Text,,Resources,Risorse,
EntityBoatyardDockBoatFillingDock,Text,When boat construction is finished and the dock is filling with water,Filling dock...,Riempiendo la vasca...,
NEW_ACHIEVEMENT_19_0_NAME,Text,,First Energy L1,Prima Energia L1,
NEW_ACHIEVEMENT_19_0_DESC,Text,,Generate your first Energy L1!,Genera la tua prima Energia L1!,
NEW_ACHIEVEMENT_19_1_NAME,Text,,Hello!,Ciao!,
NEW_ACHIEVEMENT_19_1_DESC,Text,,Receive a wave from a carrybot!,Ricevi un saluto da un BotTrasportatore!,
NEW_ACHIEVEMENT_19_3_NAME,Text,,The High Seas,Alto mare,
NEW_ACHIEVEMENT_19_3_DESC,Text,,Transport a resource between harbours with a boat.,Trasporta una risorsa tra due porti con una barca.,
NEW_ACHIEVEMENT_19_4_NAME,Text,,First Energy L2,Prima Energia L2,
NEW_ACHIEVEMENT_19_4_DESC,Text,,Generate your first Energy L2!,Genera la tua prima Energia L2!,
NEW_ACHIEVEMENT_19_5_NAME,Text,,First Energy L3,Prima Energia L3,
NEW_ACHIEVEMENT_19_5_DESC,Text,,Generate your first Energy L3!,Genera la tua prima Energia L3!,
NEW_ACHIEVEMENT_19_6_NAME,Text,,Locomotion,Locomozione,
NEW_ACHIEVEMENT_19_6_DESC,Text,,Transport a resource between train stations using a train.,Trasporta una risorsa tra due stazioni ferroviarie con un treno.,
NEW_ACHIEVEMENT_19_7_NAME,Text,,Mission 3 Gold,Oro Missione 3,
NEW_ACHIEVEMENT_19_7_DESC,Text,,Earn a gold medal on mission 3,Guadagna una medaglia d'oro nella missione 3,
NEW_ACHIEVEMENT_19_8_NAME,Text,,Mission 5 Gold,Oro Missione 5,
NEW_ACHIEVEMENT_19_8_DESC,Text,,Earn a gold medal on mission 5,Guadagna una medaglia d'oro nella missione 5,
NEW_ACHIEVEMENT_19_9_NAME,Text,,Mission 7 Gold,Oro Missione 7,
NEW_ACHIEVEMENT_19_9_DESC,Text,,Earn a gold medal on mission 7,Guadagna una medaglia d'oro nella missione 7,
NEW_ACHIEVEMENT_19_10_NAME,Text,,Mission 8 Gold,Oro Missione 8,
NEW_ACHIEVEMENT_19_10_DESC,Text,,Earn a gold medal on mission 8,Guadagna una medaglia d'oro nella missione 8,
NEW_ACHIEVEMENT_19_11_NAME,Text,,Mission 10 Gold,Oro Missione 10,
NEW_ACHIEVEMENT_19_11_DESC,Text,,Earn a gold medal on mission 10,Guadagna una medaglia d'oro nella missione 10,
NEW_ACHIEVEMENT_19_12_NAME,Text,,Mission 11 Gold,Oro Missione 11,
NEW_ACHIEVEMENT_19_12_DESC,Text,,Earn a gold medal on mission 11,Guadagna una medaglia d'oro nella missione 11,
NEW_ACHIEVEMENT_19_13_NAME,Text,,Economic Victory!,Vittoria economica!,
NEW_ACHIEVEMENT_19_13_DESC,Text,,Complete the economic campaign,Completa la campagna economica,
NEW_ACHIEVEMENT_19_14_NAME,Text,,Military Victory!,Vittoria militare!,
NEW_ACHIEVEMENT_19_14_DESC,Text,,Complete the military campaign,Completa la campagna militare,
NEW_ACHIEVEMENT_19_15_NAME,Text,,Workshop Explorer,Esploratore del Workshop,
NEW_ACHIEVEMENT_19_15_DESC,Text,,Play a Steam Workshop map,Gioca una mappa dello Steam Workshop,
NEW_ACHIEVEMENT_19_16_NAME,Text,,Boatbuilder Challenge - LEGENDARY,Sfida Barcaiolo - LEGGENDARIO,
NEW_ACHIEVEMENT_19_16_DESC,Text,,Build a boat in mission 3 within 2 months,Costruisci una barca nella missione 3 entro 2 mesi,
NEW_ACHIEVEMENT_19_17_NAME,Text,,Boatbuilder Challenge - CHAMPION,Sfida Barcaiolo - CAMPIONE,
NEW_ACHIEVEMENT_19_17_DESC,Text,,Build a boat in mission 3 within 2.5 months,Costruisci una barca nella missione 3 entro 2.5 mesi,
NEW_ACHIEVEMENT_19_18_NAME,Text,,Boatbuilder Challenge - EXPERT,Sfida Barcaiolo - ESPERTO,
